K_Nu,K_E,K_Rho,K_incl_top_position_y,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,2.0,1,1,3.7,0.2702702702702703,4.5186609785018883e-13,4.77247988644848e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,3.8,0.2631578947368421,4.42599861365671e-13,4.673166294855178e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,3.9,0.2564102564102564,4.349604509673533e-13,4.589471282721418e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.0,0.25,4.2887262123754073e-13,4.520907776728994e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.1,0.2439024390243902,4.2420750797725706e-13,4.4663556485833344e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.2,0.238095238095238,4.208138353483709e-13,4.4244068136433603e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.3,0.2325581395348837,4.185364572044794e-13,4.393573801005461e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.4,0.2272727272727273,4.172265909500884e-13,4.372407643612119e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.5,0.2222222222222222,4.167469009410583e-13,4.359558893658406e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.6,0.2173913043478261,4.1697371104581675e-13,4.353805876400071e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.7,0.2127659574468085,4.177966173020112e-13,4.3540564489778653e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.8,0.2083333333333333,4.19118910157247e-13,4.3593522461255633e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,4.9,0.2040816326530611,4.208558698530067e-13,4.368854671100886e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.0,0.2,4.230292878352838e-13,4.382862460079954e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.1,0.196078431372549,4.253873980449273e-13,4.39872451108509e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.2,0.1923076923076923,4.279655493349792e-13,4.4168737126555e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.3,0.1886792452830188,4.307159941925966e-13,4.43684316806275e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.4,0.1851851851851851,4.335975313078801e-13,4.4582315205140324e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.5,0.1818181818181818,4.3657467741787024e-13,4.480694483265356e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.6,0.1785714285714285,4.3961694105214493e-13,4.5039373840818474e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.7,0.175438596491228,4.426984332833327e-13,4.5277111403783436e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.8,0.1724137931034483,4.457963438845478e-13,4.55179667966579e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,5.9,0.1694915254237288,4.488919070673626e-13,4.576014734568758e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,6.0,0.1666666666666666,4.519690248884813e-13,4.600211812004896e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
1,2.0,1,1,6.1,0.1639344262295081,4.550141401122967e-13,4.624258891240927e-13,0.25,50000000000.0,2700,6666.666666666667,3849.001794597505,2502.294445801098
